response_id,survey_id,submission_date,country_code,geo_id,region,collection_method,respondent_age_group,respondent_gender,respondent_displacement_status,language,ingested_at,source_system
R003963,S0029,2024-01-30,MX,G0029,Mexico City,Digital tablet,25-34,Male,Host community,English,2026-05-09 17:29:08,KoboToolbox
R003964,S0029,2024-01-30,MX,G0032,Oaxaca,Phone interview,25-34,Male,Host community,English,2026-05-09 17:29:08,KoboToolbox
R003965,S0029,2024-01-30,MX,G0030,Guadalajara,Paper,35-44,Prefer not to say,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R003966,S0029,2024-01-30,MX,G0031,Monterrey,Digital tablet,18-24,Male,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R003967,S0029,2024-01-30,MX,G0031,Monterrey,KoboToolbox,18-24,Non-binary,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R003968,S0029,2024-01-30,MX,G0029,Mexico City,Digital tablet,55-64,Female,Host community,English,2026-05-09 17:29:08,KoboToolbox
R003969,S0029,2024-01-30,MX,G0029,Mexico City,Digital tablet,35-44,Non-binary,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R003970,S0029,2024-01-30,MX,G0030,Guadalajara,Digital tablet,65+,Non-binary,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R003971,S0029,2024-01-30,MX,G0030,Guadalajara,Paper,45-54,Non-binary,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R003972,S0029,2024-01-30,MX,G0029,Mexico City,Digital tablet,25-34,Non-binary,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R003973,S0029,2024-01-30,MX,G0032,Oaxaca,KoboToolbox,35-44,Non-binary,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R003974,S0029,2024-01-30,MX,G0031,Monterrey,Phone interview,45-54,Female,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R003975,S0029,2024-01-30,MX,G0031,Monterrey,KoboToolbox,55-64,Male,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R003976,S0029,2024-01-30,MX,G0031,Monterrey,Digital tablet,35-44,Male,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R003977,S0029,2024-01-30,MX,G0029,Mexico City,KoboToolbox,55-64,Male,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R003978,S0029,2024-01-30,MX,G0031,Monterrey,Digital tablet,45-54,Prefer not to say,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R003979,S0029,2024-01-30,MX,G0031,Monterrey,Digital tablet,55-64,Male,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R003980,S0029,2024-01-30,MX,G0030,Guadalajara,Phone interview,55-64,Prefer not to say,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R003981,S0029,2024-01-30,MX,G0031,Monterrey,Phone interview,45-54,Non-binary,Host community,English,2026-05-09 17:29:08,KoboToolbox
R003982,S0029,2024-01-30,MX,G0030,Guadalajara,Paper,65+,Non-binary,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R003983,S0029,2024-01-30,MX,G0032,Oaxaca,KoboToolbox,25-34,Non-binary,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R003984,S0029,2024-01-30,MX,G0031,Monterrey,KoboToolbox,25-34,Prefer not to say,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R003985,S0029,2024-01-30,MX,G0029,Mexico City,Phone interview,35-44,Female,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R003986,S0029,2024-01-30,MX,G0030,Guadalajara,Phone interview,25-34,Prefer not to say,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R003987,S0029,2024-01-30,MX,G0031,Monterrey,KoboToolbox,45-54,Female,Host community,English,2026-05-09 17:29:08,KoboToolbox
R003988,S0029,2024-01-30,MX,G0031,Monterrey,Phone interview,25-34,Female,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R003989,S0029,2024-01-30,MX,G0030,Guadalajara,Paper,35-44,Prefer not to say,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R003990,S0029,2024-01-30,MX,G0029,Mexico City,Digital tablet,18-24,Non-binary,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R003991,S0029,2024-01-30,MX,G0031,Monterrey,Phone interview,55-64,Non-binary,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R003992,S0029,2024-01-30,MX,G0029,Mexico City,Paper,18-24,Prefer not to say,Host community,English,2026-05-09 17:29:08,KoboToolbox
R003993,S0029,2024-01-30,MX,G0031,Monterrey,KoboToolbox,18-24,Female,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R003994,S0029,2024-01-30,MX,G0030,Guadalajara,KoboToolbox,25-34,Prefer not to say,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R003995,S0029,2024-01-30,MX,G0030,Guadalajara,Phone interview,55-64,Female,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R003996,S0029,2024-01-30,MX,G0030,Guadalajara,Phone interview,55-64,Male,Host community,English,2026-05-09 17:29:09,KoboToolbox
R003997,S0029,2024-01-30,MX,G0030,Guadalajara,Digital tablet,35-44,Prefer not to say,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R003998,S0029,2024-01-30,MX,G0030,Guadalajara,KoboToolbox,55-64,Male,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R003999,S0029,2024-01-30,MX,G0029,Mexico City,Paper,35-44,Male,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004000,S0029,2024-01-30,MX,G0032,Oaxaca,Digital tablet,25-34,Prefer not to say,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004001,S0029,2024-01-30,MX,G0032,Oaxaca,Phone interview,45-54,Male,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004002,S0029,2024-01-30,MX,G0031,Monterrey,KoboToolbox,65+,Prefer not to say,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004003,S0029,2024-01-30,MX,G0031,Monterrey,Digital tablet,55-64,Male,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004004,S0029,2024-01-30,MX,G0031,Monterrey,Paper,18-24,Non-binary,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004005,S0029,2024-01-30,MX,G0032,Oaxaca,Digital tablet,65+,Male,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004006,S0029,2024-01-30,MX,G0029,Mexico City,Paper,65+,Prefer not to say,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004007,S0029,2024-01-30,MX,G0032,Oaxaca,Digital tablet,55-64,Prefer not to say,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004008,S0029,2024-01-30,MX,G0029,Mexico City,KoboToolbox,65+,Male,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004009,S0029,2024-01-30,MX,G0030,Guadalajara,Paper,65+,Male,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004010,S0029,2024-01-30,MX,G0032,Oaxaca,Digital tablet,18-24,Prefer not to say,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004011,S0029,2024-01-30,MX,G0030,Guadalajara,KoboToolbox,35-44,Non-binary,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004012,S0029,2024-01-30,MX,G0031,Monterrey,Phone interview,65+,Prefer not to say,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004013,S0029,2024-01-30,MX,G0032,Oaxaca,Phone interview,55-64,Female,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004014,S0029,2024-01-30,MX,G0031,Monterrey,KoboToolbox,65+,Male,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004015,S0029,2024-01-30,MX,G0032,Oaxaca,Phone interview,35-44,Non-binary,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004016,S0029,2024-01-30,MX,G0031,Monterrey,Phone interview,35-44,Male,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004017,S0029,2024-01-30,MX,G0030,Guadalajara,KoboToolbox,18-24,Non-binary,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004018,S0029,2024-01-30,MX,G0030,Guadalajara,KoboToolbox,25-34,Non-binary,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004019,S0029,2024-01-30,MX,G0029,Mexico City,Digital tablet,65+,Female,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004020,S0029,2024-01-30,MX,G0029,Mexico City,Paper,25-34,Non-binary,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004021,S0029,2024-01-30,MX,G0032,Oaxaca,Phone interview,65+,Male,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004022,S0029,2024-01-30,MX,G0029,Mexico City,Digital tablet,25-34,Male,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004023,S0029,2024-01-30,MX,G0029,Mexico City,Phone interview,18-24,Female,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004024,S0029,2024-01-30,MX,G0031,Monterrey,Phone interview,35-44,Female,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004025,S0029,2024-01-30,MX,G0032,Oaxaca,KoboToolbox,65+,Male,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004026,S0029,2024-01-30,MX,G0032,Oaxaca,KoboToolbox,18-24,Non-binary,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004027,S0029,2024-01-30,MX,G0031,Monterrey,KoboToolbox,25-34,Female,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004028,S0029,2024-01-30,MX,G0031,Monterrey,Digital tablet,25-34,Prefer not to say,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004029,S0029,2024-01-30,MX,G0032,Oaxaca,Digital tablet,25-34,Female,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004030,S0029,2024-01-30,MX,G0032,Oaxaca,Digital tablet,45-54,Female,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004031,S0029,2024-01-30,MX,G0030,Guadalajara,Digital tablet,45-54,Non-binary,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004032,S0029,2024-01-30,MX,G0029,Mexico City,Paper,45-54,Non-binary,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004033,S0029,2024-01-30,MX,G0032,Oaxaca,KoboToolbox,35-44,Prefer not to say,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004034,S0029,2024-01-30,MX,G0030,Guadalajara,KoboToolbox,65+,Female,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004035,S0029,2024-01-30,MX,G0030,Guadalajara,Paper,25-34,Non-binary,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004036,S0029,2024-01-30,MX,G0030,Guadalajara,Paper,18-24,Non-binary,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004037,S0029,2024-01-30,MX,G0031,Monterrey,KoboToolbox,45-54,Non-binary,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004038,S0029,2024-01-30,MX,G0032,Oaxaca,Digital tablet,25-34,Male,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004039,S0029,2024-01-30,MX,G0030,Guadalajara,KoboToolbox,25-34,Non-binary,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004040,S0029,2024-01-30,MX,G0030,Guadalajara,KoboToolbox,35-44,Female,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004041,S0029,2024-01-30,MX,G0030,Guadalajara,Digital tablet,45-54,Non-binary,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004042,S0029,2024-01-30,MX,G0031,Monterrey,Paper,45-54,Female,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004043,S0029,2024-01-30,MX,G0031,Monterrey,KoboToolbox,45-54,Non-binary,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004044,S0029,2024-01-30,MX,G0032,Oaxaca,KoboToolbox,65+,Male,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004045,S0029,2024-01-30,MX,G0029,Mexico City,Digital tablet,45-54,Female,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004046,S0029,2024-01-30,MX,G0031,Monterrey,Paper,55-64,Male,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004047,S0029,2024-01-30,MX,G0032,Oaxaca,KoboToolbox,45-54,Non-binary,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004048,S0029,2024-01-30,MX,G0032,Oaxaca,Phone interview,55-64,Prefer not to say,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004049,S0029,2024-01-30,MX,G0029,Mexico City,KoboToolbox,18-24,Non-binary,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004050,S0029,2024-01-30,MX,G0029,Mexico City,Phone interview,55-64,Male,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004051,S0029,2024-01-30,MX,G0029,Mexico City,Phone interview,55-64,Male,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004052,S0029,2024-01-30,MX,G0031,Monterrey,Paper,65+,Non-binary,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004053,S0029,2024-01-30,MX,G0031,Monterrey,KoboToolbox,55-64,Non-binary,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004054,S0029,2024-01-30,MX,G0032,Oaxaca,KoboToolbox,25-34,Prefer not to say,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004055,S0029,2024-01-30,MX,G0032,Oaxaca,KoboToolbox,55-64,Female,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004056,S0029,2024-01-30,MX,G0030,Guadalajara,Phone interview,65+,Prefer not to say,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004057,S0029,2024-01-30,MX,G0031,Monterrey,Phone interview,45-54,Prefer not to say,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004058,S0029,2024-01-30,MX,G0029,Mexico City,Digital tablet,65+,Prefer not to say,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004059,S0030,2024-04-26,MX,G0029,Mexico City,KoboToolbox,55-64,Non-binary,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004060,S0030,2024-04-26,MX,G0032,Oaxaca,Digital tablet,45-54,Female,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004061,S0030,2024-04-26,MX,G0031,Monterrey,Digital tablet,45-54,Female,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004062,S0030,2024-04-26,MX,G0030,Guadalajara,KoboToolbox,35-44,Female,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004063,S0030,2024-04-26,MX,G0031,Monterrey,KoboToolbox,18-24,Prefer not to say,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004064,S0030,2024-04-26,MX,G0030,Guadalajara,Digital tablet,55-64,Female,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004065,S0030,2024-04-26,MX,G0032,Oaxaca,Phone interview,55-64,Male,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004066,S0030,2024-04-26,MX,G0031,Monterrey,Digital tablet,25-34,Male,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004067,S0030,2024-04-26,MX,G0029,Mexico City,Paper,18-24,Prefer not to say,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004068,S0030,2024-04-26,MX,G0029,Mexico City,Paper,45-54,Prefer not to say,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004069,S0030,2024-04-26,MX,G0032,Oaxaca,Paper,25-34,Non-binary,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004070,S0030,2024-04-26,MX,G0030,Guadalajara,KoboToolbox,25-34,Prefer not to say,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004071,S0030,2024-04-26,MX,G0031,Monterrey,Paper,25-34,Non-binary,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004072,S0030,2024-04-26,MX,G0031,Monterrey,Phone interview,55-64,Female,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004073,S0030,2024-04-26,MX,G0030,Guadalajara,Paper,25-34,Male,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004074,S0030,2024-04-26,MX,G0032,Oaxaca,Phone interview,35-44,Female,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004075,S0030,2024-04-26,MX,G0031,Monterrey,Phone interview,35-44,Female,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004076,S0030,2024-04-26,MX,G0030,Guadalajara,KoboToolbox,25-34,Non-binary,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004077,S0030,2024-04-26,MX,G0032,Oaxaca,Digital tablet,18-24,Male,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004078,S0030,2024-04-26,MX,G0032,Oaxaca,Digital tablet,45-54,Male,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004079,S0030,2024-04-26,MX,G0029,Mexico City,Digital tablet,35-44,Female,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004080,S0030,2024-04-26,MX,G0031,Monterrey,Paper,55-64,Non-binary,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004081,S0030,2024-04-26,MX,G0029,Mexico City,KoboToolbox,18-24,Non-binary,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004082,S0030,2024-04-26,MX,G0032,Oaxaca,Digital tablet,55-64,Male,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004083,S0030,2024-04-26,MX,G0032,Oaxaca,KoboToolbox,25-34,Male,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004084,S0030,2024-04-26,MX,G0029,Mexico City,KoboToolbox,35-44,Prefer not to say,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004085,S0030,2024-04-26,MX,G0031,Monterrey,Phone interview,35-44,Prefer not to say,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004086,S0030,2024-04-26,MX,G0032,Oaxaca,Digital tablet,65+,Male,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004087,S0030,2024-04-26,MX,G0029,Mexico City,Paper,18-24,Male,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004088,S0030,2024-04-26,MX,G0032,Oaxaca,Paper,25-34,Male,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004089,S0030,2024-04-26,MX,G0031,Monterrey,Phone interview,45-54,Female,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004090,S0030,2024-04-26,MX,G0031,Monterrey,Phone interview,65+,Female,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004091,S0030,2024-04-26,MX,G0030,Guadalajara,KoboToolbox,18-24,Prefer not to say,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004092,S0030,2024-04-26,MX,G0031,Monterrey,KoboToolbox,45-54,Male,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004093,S0030,2024-04-26,MX,G0031,Monterrey,KoboToolbox,45-54,Non-binary,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004094,S0030,2024-04-26,MX,G0031,Monterrey,KoboToolbox,25-34,Male,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004095,S0030,2024-04-26,MX,G0031,Monterrey,KoboToolbox,25-34,Non-binary,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004096,S0030,2024-04-26,MX,G0029,Mexico City,Digital tablet,45-54,Non-binary,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004097,S0030,2024-04-26,MX,G0031,Monterrey,Paper,65+,Non-binary,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004098,S0030,2024-04-26,MX,G0031,Monterrey,KoboToolbox,35-44,Female,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004099,S0030,2024-04-26,MX,G0029,Mexico City,Digital tablet,25-34,Prefer not to say,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004100,S0030,2024-04-26,MX,G0029,Mexico City,Paper,18-24,Non-binary,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004101,S0030,2024-04-26,MX,G0032,Oaxaca,Phone interview,35-44,Non-binary,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004102,S0030,2024-04-26,MX,G0032,Oaxaca,Digital tablet,55-64,Female,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004103,S0030,2024-04-26,MX,G0029,Mexico City,KoboToolbox,18-24,Female,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004104,S0030,2024-04-26,MX,G0030,Guadalajara,Digital tablet,25-34,Non-binary,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004105,S0030,2024-04-26,MX,G0030,Guadalajara,Digital tablet,45-54,Male,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004106,S0030,2024-04-26,MX,G0029,Mexico City,Paper,25-34,Female,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004107,S0030,2024-04-26,MX,G0032,Oaxaca,Phone interview,45-54,Female,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004108,S0030,2024-04-26,MX,G0030,Guadalajara,Phone interview,65+,Prefer not to say,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004109,S0030,2024-04-26,MX,G0031,Monterrey,KoboToolbox,55-64,Prefer not to say,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004110,S0030,2024-04-26,MX,G0029,Mexico City,KoboToolbox,45-54,Non-binary,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004111,S0030,2024-04-26,MX,G0029,Mexico City,KoboToolbox,25-34,Male,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004112,S0030,2024-04-26,MX,G0031,Monterrey,KoboToolbox,18-24,Prefer not to say,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004113,S0030,2024-04-26,MX,G0029,Mexico City,Phone interview,65+,Male,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004114,S0030,2024-04-26,MX,G0030,Guadalajara,Paper,55-64,Female,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004115,S0030,2024-04-26,MX,G0032,Oaxaca,Phone interview,55-64,Female,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004116,S0030,2024-04-26,MX,G0029,Mexico City,Digital tablet,25-34,Male,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004117,S0030,2024-04-26,MX,G0032,Oaxaca,Paper,18-24,Non-binary,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004118,S0030,2024-04-26,MX,G0030,Guadalajara,Digital tablet,25-34,Non-binary,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004119,S0030,2024-04-26,MX,G0031,Monterrey,KoboToolbox,45-54,Female,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004120,S0030,2024-04-26,MX,G0029,Mexico City,Digital tablet,55-64,Non-binary,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004121,S0030,2024-04-26,MX,G0032,Oaxaca,Paper,35-44,Prefer not to say,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004122,S0030,2024-04-26,MX,G0032,Oaxaca,Paper,18-24,Male,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004123,S0030,2024-04-26,MX,G0031,Monterrey,Digital tablet,18-24,Non-binary,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004124,S0030,2024-04-26,MX,G0029,Mexico City,Paper,25-34,Female,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004125,S0030,2024-04-26,MX,G0031,Monterrey,Digital tablet,18-24,Prefer not to say,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004126,S0030,2024-04-26,MX,G0031,Monterrey,KoboToolbox,65+,Female,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004127,S0030,2024-04-26,MX,G0032,Oaxaca,Digital tablet,35-44,Female,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004128,S0030,2024-04-26,MX,G0032,Oaxaca,Paper,45-54,Non-binary,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004129,S0030,2024-04-26,MX,G0030,Guadalajara,Paper,25-34,Non-binary,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004130,S0030,2024-04-26,MX,G0032,Oaxaca,Phone interview,18-24,Male,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004131,S0030,2024-04-26,MX,G0031,Monterrey,Digital tablet,65+,Prefer not to say,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004132,S0030,2024-04-26,MX,G0029,Mexico City,KoboToolbox,25-34,Prefer not to say,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004133,S0030,2024-04-26,MX,G0032,Oaxaca,Paper,45-54,Male,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004134,S0030,2024-04-26,MX,G0030,Guadalajara,Paper,18-24,Prefer not to say,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004135,S0030,2024-04-26,MX,G0031,Monterrey,KoboToolbox,18-24,Male,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004136,S0030,2024-04-26,MX,G0029,Mexico City,KoboToolbox,18-24,Male,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004137,S0030,2024-04-26,MX,G0031,Monterrey,KoboToolbox,65+,Non-binary,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004138,S0030,2024-04-26,MX,G0032,Oaxaca,KoboToolbox,25-34,Non-binary,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004139,S0030,2024-04-26,MX,G0031,Monterrey,Phone interview,18-24,Male,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004140,S0030,2024-04-26,MX,G0031,Monterrey,Paper,65+,Non-binary,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004141,S0030,2024-04-26,MX,G0029,Mexico City,KoboToolbox,18-24,Non-binary,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004142,S0030,2024-04-26,MX,G0031,Monterrey,Phone interview,55-64,Non-binary,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004143,S0030,2024-04-26,MX,G0032,Oaxaca,Phone interview,25-34,Female,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004144,S0030,2024-04-26,MX,G0032,Oaxaca,Phone interview,45-54,Prefer not to say,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004145,S0030,2024-04-26,MX,G0029,Mexico City,Paper,55-64,Prefer not to say,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004146,S0030,2024-04-26,MX,G0030,Guadalajara,Paper,55-64,Female,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004147,S0030,2024-04-26,MX,G0030,Guadalajara,Phone interview,65+,Male,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004148,S0030,2024-04-26,MX,G0031,Monterrey,Phone interview,55-64,Female,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004149,S0030,2024-04-26,MX,G0030,Guadalajara,Digital tablet,18-24,Female,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004150,S0030,2024-04-26,MX,G0032,Oaxaca,Digital tablet,65+,Female,Displaced,English,2026-05-09 17:29:09,KoboToolbox
R004151,S0030,2024-04-26,MX,G0029,Mexico City,Digital tablet,45-54,Non-binary,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004152,S0030,2024-04-26,MX,G0032,Oaxaca,Paper,18-24,Non-binary,Refugee,English,2026-05-09 17:29:09,KoboToolbox
R004153,S0030,2024-04-26,MX,G0030,Guadalajara,Paper,55-64,Male,Returnee,English,2026-05-09 17:29:09,KoboToolbox
R004154,S0030,2024-04-26,MX,G0032,Oaxaca,Phone interview,18-24,Male,Host community,English,2026-05-09 17:29:09,KoboToolbox
R004155,S0030,2024-04-26,MX,G0029,Mexico City,Digital tablet,25-34,Prefer not to say,Not affected,English,2026-05-09 17:29:09,KoboToolbox
R004156,S0030,2024-04-26,MX,G0030,Guadalajara,KoboToolbox,65+,Non-binary,Refugee,English,2026-05-09 17:29:09,KoboToolbox
