score_id,response_id,survey_id,geo_id,dimension_id,submission_date,response_value,normalised_score,weight_applied,is_validated
SC0038466,R003206,S0023,G0024,D006,2024-07-19,4,75.0,1.0,True
SC0038467,R003206,S0023,G0024,D007,2024-07-19,4,75.0,1.0,True
SC0038468,R003206,S0023,G0024,D008,2024-07-19,3,50.0,1.0,True
SC0038469,R003206,S0023,G0024,D009,2024-07-19,4,75.0,1.0,True
SC0038470,R003206,S0023,G0024,D010,2024-07-19,4,75.0,1.0,True
SC0038471,R003206,S0023,G0024,D011,2024-07-19,3,50.0,1.0,True
SC0038472,R003206,S0023,G0024,D012,2024-07-19,4,75.0,1.0,True
SC0038473,R003207,S0023,G0023,D001,2024-07-19,4,75.0,1.0,True
SC0038474,R003207,S0023,G0023,D002,2024-07-19,3,50.0,1.0,True
SC0038475,R003207,S0023,G0023,D003,2024-07-19,3,50.0,1.0,True
SC0038476,R003207,S0023,G0023,D004,2024-07-19,4,75.0,1.0,True
SC0038477,R003207,S0023,G0023,D005,2024-07-19,3,50.0,1.0,True
SC0038478,R003207,S0023,G0023,D006,2024-07-19,4,75.0,1.0,True
SC0038479,R003207,S0023,G0023,D007,2024-07-19,4,75.0,1.0,True
SC0038480,R003207,S0023,G0023,D008,2024-07-19,3,50.0,1.0,True
SC0038481,R003207,S0023,G0023,D009,2024-07-19,4,75.0,1.0,True
SC0038482,R003207,S0023,G0023,D010,2024-07-19,5,100.0,1.0,True
SC0038483,R003207,S0023,G0023,D011,2024-07-19,3,50.0,1.0,True
SC0038484,R003207,S0023,G0023,D012,2024-07-19,4,75.0,1.0,True
SC0038485,R003208,S0023,G0023,D001,2024-07-19,3,50.0,1.0,True
SC0038486,R003208,S0023,G0023,D002,2024-07-19,3,50.0,1.0,True
SC0038487,R003208,S0023,G0023,D003,2024-07-19,4,75.0,1.0,True
SC0038488,R003208,S0023,G0023,D004,2024-07-19,4,75.0,1.0,True
SC0038489,R003208,S0023,G0023,D005,2024-07-19,4,75.0,1.0,True
SC0038490,R003208,S0023,G0023,D006,2024-07-19,4,75.0,1.0,True
SC0038491,R003208,S0023,G0023,D007,2024-07-19,4,75.0,1.0,True
SC0038492,R003208,S0023,G0023,D008,2024-07-19,5,100.0,1.0,True
SC0038493,R003208,S0023,G0023,D009,2024-07-19,4,75.0,1.0,True
SC0038494,R003208,S0023,G0023,D010,2024-07-19,4,75.0,1.0,True
SC0038495,R003208,S0023,G0023,D011,2024-07-19,4,75.0,1.0,True
SC0038496,R003208,S0023,G0023,D012,2024-07-19,3,50.0,1.0,True
SC0038497,R003209,S0023,G0021,D001,2024-07-19,3,50.0,1.0,True
SC0038498,R003209,S0023,G0021,D002,2024-07-19,4,75.0,1.0,True
SC0038499,R003209,S0023,G0021,D003,2024-07-19,4,75.0,1.0,True
SC0038500,R003209,S0023,G0021,D004,2024-07-19,4,75.0,1.0,True
SC0038501,R003209,S0023,G0021,D005,2024-07-19,5,100.0,1.0,True
SC0038502,R003209,S0023,G0021,D006,2024-07-19,3,50.0,1.0,True
SC0038503,R003209,S0023,G0021,D007,2024-07-19,2,25.0,1.0,True
SC0038504,R003209,S0023,G0021,D008,2024-07-19,5,100.0,1.0,True
SC0038505,R003209,S0023,G0021,D009,2024-07-19,3,50.0,1.0,True
SC0038506,R003209,S0023,G0021,D010,2024-07-19,4,75.0,1.0,True
SC0038507,R003209,S0023,G0021,D011,2024-07-19,4,75.0,1.0,True
SC0038508,R003209,S0023,G0021,D012,2024-07-19,5,100.0,1.0,True
SC0038509,R003210,S0023,G0023,D001,2024-07-19,5,100.0,1.0,True
SC0038510,R003210,S0023,G0023,D002,2024-07-19,3,50.0,1.0,True
SC0038511,R003210,S0023,G0023,D003,2024-07-19,4,75.0,1.0,True
SC0038512,R003210,S0023,G0023,D004,2024-07-19,4,75.0,1.0,True
SC0038513,R003210,S0023,G0023,D005,2024-07-19,5,100.0,1.0,True
SC0038514,R003210,S0023,G0023,D006,2024-07-19,4,75.0,1.0,True
SC0038515,R003210,S0023,G0023,D007,2024-07-19,3,50.0,1.0,True
SC0038516,R003210,S0023,G0023,D008,2024-07-19,3,50.0,1.0,True
SC0038517,R003210,S0023,G0023,D009,2024-07-19,1,0.0,1.0,True
SC0038518,R003210,S0023,G0023,D010,2024-07-19,4,75.0,1.0,True
SC0038519,R003210,S0023,G0023,D011,2024-07-19,4,75.0,1.0,True
SC0038520,R003210,S0023,G0023,D012,2024-07-19,4,75.0,1.0,True
SC0038521,R003211,S0023,G0021,D001,2024-07-19,2,25.0,1.0,True
SC0038522,R003211,S0023,G0021,D002,2024-07-19,2,25.0,1.0,True
SC0038523,R003211,S0023,G0021,D003,2024-07-19,4,75.0,1.0,True
SC0038524,R003211,S0023,G0021,D004,2024-07-19,5,100.0,1.0,True
SC0038525,R003211,S0023,G0021,D005,2024-07-19,3,50.0,1.0,True
SC0038526,R003211,S0023,G0021,D006,2024-07-19,4,75.0,1.0,True
SC0038527,R003211,S0023,G0021,D007,2024-07-19,3,50.0,1.0,True
SC0038528,R003211,S0023,G0021,D008,2024-07-19,4,75.0,1.0,True
SC0038529,R003211,S0023,G0021,D009,2024-07-19,3,50.0,1.0,True
SC0038530,R003211,S0023,G0021,D010,2024-07-19,4,75.0,1.0,True
SC0038531,R003211,S0023,G0021,D011,2024-07-19,3,50.0,1.0,True
SC0038532,R003211,S0023,G0021,D012,2024-07-19,5,100.0,1.0,True
SC0038533,R003212,S0023,G0024,D001,2024-07-19,3,50.0,1.0,True
SC0038534,R003212,S0023,G0024,D002,2024-07-19,3,50.0,1.0,True
SC0038535,R003212,S0023,G0024,D003,2024-07-19,3,50.0,1.0,True
SC0038536,R003212,S0023,G0024,D004,2024-07-19,3,50.0,1.0,True
SC0038537,R003212,S0023,G0024,D005,2024-07-19,4,75.0,1.0,True
SC0038538,R003212,S0023,G0024,D006,2024-07-19,3,50.0,1.0,True
SC0038539,R003212,S0023,G0024,D007,2024-07-19,3,50.0,1.0,True
SC0038540,R003212,S0023,G0024,D008,2024-07-19,4,75.0,1.0,True
SC0038541,R003212,S0023,G0024,D009,2024-07-19,1,0.0,1.0,True
SC0038542,R003212,S0023,G0024,D010,2024-07-19,3,50.0,1.0,True
SC0038543,R003212,S0023,G0024,D011,2024-07-19,2,25.0,1.0,True
SC0038544,R003212,S0023,G0024,D012,2024-07-19,3,50.0,1.0,True
SC0038545,R003213,S0023,G0021,D001,2024-07-19,4,75.0,1.0,True
SC0038546,R003213,S0023,G0021,D002,2024-07-19,3,50.0,1.0,True
SC0038547,R003213,S0023,G0021,D003,2024-07-19,3,50.0,1.0,True
SC0038548,R003213,S0023,G0021,D004,2024-07-19,4,75.0,1.0,True
SC0038549,R003213,S0023,G0021,D005,2024-07-19,3,50.0,1.0,True
SC0038550,R003213,S0023,G0021,D006,2024-07-19,5,100.0,1.0,True
SC0038551,R003213,S0023,G0021,D007,2024-07-19,4,75.0,1.0,True
SC0038552,R003213,S0023,G0021,D008,2024-07-19,3,50.0,1.0,True
SC0038553,R003213,S0023,G0021,D009,2024-07-19,5,100.0,1.0,True
SC0038554,R003213,S0023,G0021,D010,2024-07-19,4,75.0,1.0,True
SC0038555,R003213,S0023,G0021,D011,2024-07-19,5,100.0,1.0,True
SC0038556,R003213,S0023,G0021,D012,2024-07-19,3,50.0,1.0,True
SC0038557,R003214,S0023,G0021,D001,2024-07-19,4,75.0,1.0,True
SC0038558,R003214,S0023,G0021,D002,2024-07-19,4,75.0,1.0,True
SC0038559,R003214,S0023,G0021,D003,2024-07-19,3,50.0,1.0,True
SC0038560,R003214,S0023,G0021,D004,2024-07-19,5,100.0,1.0,True
SC0038561,R003214,S0023,G0021,D005,2024-07-19,5,100.0,1.0,True
SC0038562,R003214,S0023,G0021,D006,2024-07-19,2,25.0,1.0,True
SC0038563,R003214,S0023,G0021,D007,2024-07-19,4,75.0,1.0,True
SC0038564,R003214,S0023,G0021,D008,2024-07-19,3,50.0,1.0,True
SC0038565,R003214,S0023,G0021,D009,2024-07-19,1,0.0,1.0,True
SC0038566,R003214,S0023,G0021,D010,2024-07-19,4,75.0,1.0,True
SC0038567,R003214,S0023,G0021,D011,2024-07-19,4,75.0,1.0,True
SC0038568,R003214,S0023,G0021,D012,2024-07-19,4,75.0,1.0,True
SC0038569,R003215,S0023,G0024,D001,2024-07-19,4,75.0,1.0,True
SC0038570,R003215,S0023,G0024,D002,2024-07-19,4,75.0,1.0,True
SC0038571,R003215,S0023,G0024,D003,2024-07-19,3,50.0,1.0,True
SC0038572,R003215,S0023,G0024,D004,2024-07-19,4,75.0,1.0,True
SC0038573,R003215,S0023,G0024,D005,2024-07-19,4,75.0,1.0,True
SC0038574,R003215,S0023,G0024,D006,2024-07-19,5,100.0,1.0,True
SC0038575,R003215,S0023,G0024,D007,2024-07-19,4,75.0,1.0,True
SC0038576,R003215,S0023,G0024,D008,2024-07-19,3,50.0,1.0,True
SC0038577,R003215,S0023,G0024,D009,2024-07-19,3,50.0,1.0,True
SC0038578,R003215,S0023,G0024,D010,2024-07-19,3,50.0,1.0,True
SC0038579,R003215,S0023,G0024,D011,2024-07-19,4,75.0,1.0,True
SC0038580,R003215,S0023,G0024,D012,2024-07-19,2,25.0,1.0,True
SC0038581,R003216,S0023,G0022,D001,2024-07-19,4,75.0,1.0,True
SC0038582,R003216,S0023,G0022,D002,2024-07-19,4,75.0,1.0,True
SC0038583,R003216,S0023,G0022,D003,2024-07-19,2,25.0,1.0,True
SC0038584,R003216,S0023,G0022,D004,2024-07-19,2,25.0,1.0,True
SC0038585,R003216,S0023,G0022,D005,2024-07-19,3,50.0,1.0,True
SC0038586,R003216,S0023,G0022,D006,2024-07-19,3,50.0,1.0,True
SC0038587,R003216,S0023,G0022,D007,2024-07-19,5,100.0,1.0,True
SC0038588,R003216,S0023,G0022,D008,2024-07-19,3,50.0,1.0,True
SC0038589,R003216,S0023,G0022,D009,2024-07-19,4,75.0,1.0,True
SC0038590,R003216,S0023,G0022,D010,2024-07-19,5,100.0,1.0,True
SC0038591,R003216,S0023,G0022,D011,2024-07-19,4,75.0,1.0,True
SC0038592,R003216,S0023,G0022,D012,2024-07-19,3,50.0,1.0,True
SC0038593,R003217,S0023,G0021,D001,2024-07-19,3,50.0,1.0,True
SC0038594,R003217,S0023,G0021,D002,2024-07-19,4,75.0,1.0,True
SC0038595,R003217,S0023,G0021,D003,2024-07-19,3,50.0,1.0,True
SC0038596,R003217,S0023,G0021,D004,2024-07-19,5,100.0,1.0,True
SC0038597,R003217,S0023,G0021,D005,2024-07-19,4,75.0,1.0,True
SC0038598,R003217,S0023,G0021,D006,2024-07-19,4,75.0,1.0,True
SC0038599,R003217,S0023,G0021,D007,2024-07-19,4,75.0,1.0,True
SC0038600,R003217,S0023,G0021,D008,2024-07-19,4,75.0,1.0,True
SC0038601,R003217,S0023,G0021,D009,2024-07-19,3,50.0,1.0,True
SC0038602,R003217,S0023,G0021,D010,2024-07-19,4,75.0,1.0,True
SC0038603,R003217,S0023,G0021,D011,2024-07-19,3,50.0,1.0,True
SC0038604,R003217,S0023,G0021,D012,2024-07-19,5,100.0,1.0,True
SC0038605,R003218,S0023,G0024,D001,2024-07-19,3,50.0,1.0,True
SC0038606,R003218,S0023,G0024,D002,2024-07-19,4,75.0,1.0,True
SC0038607,R003218,S0023,G0024,D003,2024-07-19,3,50.0,1.0,True
SC0038608,R003218,S0023,G0024,D004,2024-07-19,3,50.0,1.0,True
SC0038609,R003218,S0023,G0024,D005,2024-07-19,2,25.0,1.0,True
SC0038610,R003218,S0023,G0024,D006,2024-07-19,4,75.0,1.0,True
SC0038611,R003218,S0023,G0024,D007,2024-07-19,3,50.0,1.0,True
SC0038612,R003218,S0023,G0024,D008,2024-07-19,4,75.0,1.0,True
SC0038613,R003218,S0023,G0024,D009,2024-07-19,4,75.0,1.0,True
SC0038614,R003218,S0023,G0024,D010,2024-07-19,4,75.0,1.0,True
SC0038615,R003218,S0023,G0024,D011,2024-07-19,2,25.0,1.0,True
SC0038616,R003218,S0023,G0024,D012,2024-07-19,4,75.0,1.0,True
SC0038617,R003219,S0023,G0022,D001,2024-07-19,3,50.0,1.0,True
SC0038618,R003219,S0023,G0022,D002,2024-07-19,2,25.0,1.0,True
SC0038619,R003219,S0023,G0022,D003,2024-07-19,4,75.0,1.0,True
SC0038620,R003219,S0023,G0022,D004,2024-07-19,2,25.0,1.0,True
SC0038621,R003219,S0023,G0022,D005,2024-07-19,2,25.0,1.0,True
SC0038622,R003219,S0023,G0022,D006,2024-07-19,5,100.0,1.0,True
SC0038623,R003219,S0023,G0022,D007,2024-07-19,3,50.0,1.0,True
SC0038624,R003219,S0023,G0022,D008,2024-07-19,2,25.0,1.0,True
SC0038625,R003219,S0023,G0022,D009,2024-07-19,3,50.0,1.0,True
SC0038626,R003219,S0023,G0022,D010,2024-07-19,3,50.0,1.0,True
SC0038627,R003219,S0023,G0022,D011,2024-07-19,4,75.0,1.0,True
SC0038628,R003219,S0023,G0022,D012,2024-07-19,2,25.0,1.0,True
SC0038629,R003220,S0023,G0024,D001,2024-07-19,2,25.0,1.0,True
SC0038630,R003220,S0023,G0024,D002,2024-07-19,4,75.0,1.0,True
SC0038631,R003220,S0023,G0024,D003,2024-07-19,3,50.0,1.0,True
SC0038632,R003220,S0023,G0024,D004,2024-07-19,4,75.0,1.0,True
SC0038633,R003220,S0023,G0024,D005,2024-07-19,3,50.0,1.0,True
SC0038634,R003220,S0023,G0024,D006,2024-07-19,5,100.0,1.0,True
SC0038635,R003220,S0023,G0024,D007,2024-07-19,2,25.0,1.0,True
SC0038636,R003220,S0023,G0024,D008,2024-07-19,4,75.0,1.0,True
SC0038637,R003220,S0023,G0024,D009,2024-07-19,5,100.0,1.0,True
SC0038638,R003220,S0023,G0024,D010,2024-07-19,3,50.0,1.0,True
SC0038639,R003220,S0023,G0024,D011,2024-07-19,3,50.0,1.0,True
SC0038640,R003220,S0023,G0024,D012,2024-07-19,4,75.0,1.0,True
SC0038641,R003221,S0023,G0022,D001,2024-07-19,4,75.0,1.0,True
SC0038642,R003221,S0023,G0022,D002,2024-07-19,3,50.0,1.0,True
SC0038643,R003221,S0023,G0022,D003,2024-07-19,5,100.0,1.0,True
SC0038644,R003221,S0023,G0022,D004,2024-07-19,4,75.0,1.0,True
SC0038645,R003221,S0023,G0022,D005,2024-07-19,4,75.0,1.0,True
SC0038646,R003221,S0023,G0022,D006,2024-07-19,5,100.0,1.0,True
SC0038647,R003221,S0023,G0022,D007,2024-07-19,4,75.0,1.0,True
SC0038648,R003221,S0023,G0022,D008,2024-07-19,3,50.0,1.0,True
SC0038649,R003221,S0023,G0022,D009,2024-07-19,3,50.0,1.0,True
SC0038650,R003221,S0023,G0022,D010,2024-07-19,5,100.0,1.0,True
SC0038651,R003221,S0023,G0022,D011,2024-07-19,3,50.0,1.0,True
SC0038652,R003221,S0023,G0022,D012,2024-07-19,4,75.0,1.0,True
SC0038653,R003222,S0023,G0023,D001,2024-07-19,4,75.0,1.0,True
SC0038654,R003222,S0023,G0023,D002,2024-07-19,4,75.0,1.0,True
SC0038655,R003222,S0023,G0023,D003,2024-07-19,5,100.0,1.0,True
SC0038656,R003222,S0023,G0023,D004,2024-07-19,4,75.0,1.0,True
SC0038657,R003222,S0023,G0023,D005,2024-07-19,3,50.0,1.0,True
SC0038658,R003222,S0023,G0023,D006,2024-07-19,5,100.0,1.0,True
SC0038659,R003222,S0023,G0023,D007,2024-07-19,3,50.0,1.0,True
SC0038660,R003222,S0023,G0023,D008,2024-07-19,4,75.0,1.0,True
SC0038661,R003222,S0023,G0023,D009,2024-07-19,4,75.0,1.0,True
SC0038662,R003222,S0023,G0023,D010,2024-07-19,4,75.0,1.0,True
SC0038663,R003222,S0023,G0023,D011,2024-07-19,4,75.0,1.0,True
SC0038664,R003222,S0023,G0023,D012,2024-07-19,3,50.0,1.0,True
SC0038665,R003223,S0023,G0021,D001,2024-07-19,2,25.0,1.0,True
SC0038666,R003223,S0023,G0021,D002,2024-07-19,2,25.0,1.0,True
SC0038667,R003223,S0023,G0021,D003,2024-07-19,2,25.0,1.0,True
SC0038668,R003223,S0023,G0021,D004,2024-07-19,3,50.0,1.0,True
SC0038669,R003223,S0023,G0021,D005,2024-07-19,2,25.0,1.0,True
SC0038670,R003223,S0023,G0021,D006,2024-07-19,3,50.0,1.0,True
SC0038671,R003223,S0023,G0021,D007,2024-07-19,4,75.0,1.0,True
SC0038672,R003223,S0023,G0021,D008,2024-07-19,4,75.0,1.0,True
SC0038673,R003223,S0023,G0021,D009,2024-07-19,4,75.0,1.0,True
SC0038674,R003223,S0023,G0021,D010,2024-07-19,4,75.0,1.0,True
SC0038675,R003223,S0023,G0021,D011,2024-07-19,4,75.0,1.0,True
SC0038676,R003223,S0023,G0021,D012,2024-07-19,3,50.0,1.0,True
SC0038677,R003224,S0023,G0021,D001,2024-07-19,3,50.0,1.0,True
SC0038678,R003224,S0023,G0021,D002,2024-07-19,3,50.0,1.0,True
SC0038679,R003224,S0023,G0021,D003,2024-07-19,4,75.0,1.0,True
SC0038680,R003224,S0023,G0021,D004,2024-07-19,2,25.0,1.0,True
SC0038681,R003224,S0023,G0021,D005,2024-07-19,4,75.0,1.0,True
SC0038682,R003224,S0023,G0021,D006,2024-07-19,3,50.0,1.0,True
SC0038683,R003224,S0023,G0021,D007,2024-07-19,4,75.0,1.0,True
SC0038684,R003224,S0023,G0021,D008,2024-07-19,4,75.0,1.0,True
SC0038685,R003224,S0023,G0021,D009,2024-07-19,4,75.0,1.0,True
SC0038686,R003224,S0023,G0021,D010,2024-07-19,2,25.0,1.0,True
SC0038687,R003224,S0023,G0021,D011,2024-07-19,3,50.0,1.0,True
SC0038688,R003224,S0023,G0021,D012,2024-07-19,4,75.0,1.0,True
SC0038689,R003225,S0023,G0024,D001,2024-07-19,5,100.0,1.0,True
SC0038690,R003225,S0023,G0024,D002,2024-07-19,3,50.0,1.0,True
SC0038691,R003225,S0023,G0024,D003,2024-07-19,3,50.0,1.0,True
SC0038692,R003225,S0023,G0024,D004,2024-07-19,5,100.0,1.0,True
SC0038693,R003225,S0023,G0024,D005,2024-07-19,4,75.0,1.0,True
SC0038694,R003225,S0023,G0024,D006,2024-07-19,5,100.0,1.0,True
SC0038695,R003225,S0023,G0024,D007,2024-07-19,3,50.0,1.0,True
SC0038696,R003225,S0023,G0024,D008,2024-07-19,4,75.0,1.0,True
SC0038697,R003225,S0023,G0024,D009,2024-07-19,3,50.0,1.0,True
SC0038698,R003225,S0023,G0024,D010,2024-07-19,2,25.0,1.0,True
SC0038699,R003225,S0023,G0024,D011,2024-07-19,4,75.0,1.0,True
SC0038700,R003225,S0023,G0024,D012,2024-07-19,4,75.0,1.0,True
SC0038701,R003226,S0023,G0024,D001,2024-07-19,3,50.0,1.0,True
SC0038702,R003226,S0023,G0024,D002,2024-07-19,5,100.0,1.0,True
SC0038703,R003226,S0023,G0024,D003,2024-07-19,3,50.0,1.0,True
SC0038704,R003226,S0023,G0024,D004,2024-07-19,3,50.0,1.0,True
SC0038705,R003226,S0023,G0024,D005,2024-07-19,3,50.0,1.0,True
SC0038706,R003226,S0023,G0024,D006,2024-07-19,3,50.0,1.0,True
SC0038707,R003226,S0023,G0024,D007,2024-07-19,5,100.0,1.0,True
SC0038708,R003226,S0023,G0024,D008,2024-07-19,3,50.0,1.0,True
SC0038709,R003226,S0023,G0024,D009,2024-07-19,3,50.0,1.0,True
SC0038710,R003226,S0023,G0024,D010,2024-07-19,3,50.0,1.0,True
SC0038711,R003226,S0023,G0024,D011,2024-07-19,5,100.0,1.0,True
SC0038712,R003226,S0023,G0024,D012,2024-07-19,3,50.0,1.0,True
SC0038713,R003227,S0023,G0023,D001,2024-07-19,3,50.0,1.0,True
SC0038714,R003227,S0023,G0023,D002,2024-07-19,3,50.0,1.0,True
SC0038715,R003227,S0023,G0023,D003,2024-07-19,4,75.0,1.0,True
SC0038716,R003227,S0023,G0023,D004,2024-07-19,4,75.0,1.0,True
SC0038717,R003227,S0023,G0023,D005,2024-07-19,3,50.0,1.0,True
SC0038718,R003227,S0023,G0023,D006,2024-07-19,3,50.0,1.0,True
SC0038719,R003227,S0023,G0023,D007,2024-07-19,2,25.0,1.0,True
SC0038720,R003227,S0023,G0023,D008,2024-07-19,4,75.0,1.0,True
SC0038721,R003227,S0023,G0023,D009,2024-07-19,5,100.0,1.0,True
SC0038722,R003227,S0023,G0023,D010,2024-07-19,3,50.0,1.0,True
SC0038723,R003227,S0023,G0023,D011,2024-07-19,4,75.0,1.0,True
SC0038724,R003227,S0023,G0023,D012,2024-07-19,3,50.0,1.0,True
SC0038725,R003228,S0023,G0021,D001,2024-07-19,3,50.0,1.0,True
SC0038726,R003228,S0023,G0021,D002,2024-07-19,4,75.0,1.0,True
SC0038727,R003228,S0023,G0021,D003,2024-07-19,5,100.0,1.0,True
SC0038728,R003228,S0023,G0021,D004,2024-07-19,4,75.0,1.0,True
SC0038729,R003228,S0023,G0021,D005,2024-07-19,3,50.0,1.0,True
SC0038730,R003228,S0023,G0021,D006,2024-07-19,3,50.0,1.0,True
SC0038731,R003228,S0023,G0021,D007,2024-07-19,5,100.0,1.0,True
SC0038732,R003228,S0023,G0021,D008,2024-07-19,4,75.0,1.0,True
SC0038733,R003228,S0023,G0021,D009,2024-07-19,3,50.0,1.0,True
SC0038734,R003228,S0023,G0021,D010,2024-07-19,3,50.0,1.0,True
SC0038735,R003228,S0023,G0021,D011,2024-07-19,4,75.0,1.0,True
SC0038736,R003228,S0023,G0021,D012,2024-07-19,4,75.0,1.0,True
SC0038737,R003229,S0023,G0024,D001,2024-07-19,5,100.0,1.0,True
SC0038738,R003229,S0023,G0024,D002,2024-07-19,5,100.0,1.0,True
SC0038739,R003229,S0023,G0024,D003,2024-07-19,4,75.0,1.0,True
SC0038740,R003229,S0023,G0024,D004,2024-07-19,3,50.0,1.0,True
SC0038741,R003229,S0023,G0024,D005,2024-07-19,4,75.0,1.0,True
SC0038742,R003229,S0023,G0024,D006,2024-07-19,3,50.0,1.0,True
SC0038743,R003229,S0023,G0024,D007,2024-07-19,4,75.0,1.0,True
SC0038744,R003229,S0023,G0024,D008,2024-07-19,3,50.0,1.0,True
SC0038745,R003229,S0023,G0024,D009,2024-07-19,4,75.0,1.0,True
SC0038746,R003229,S0023,G0024,D010,2024-07-19,5,100.0,1.0,True
SC0038747,R003229,S0023,G0024,D011,2024-07-19,4,75.0,1.0,True
SC0038748,R003229,S0023,G0024,D012,2024-07-19,4,75.0,1.0,True
SC0038749,R003230,S0023,G0023,D001,2024-07-19,3,50.0,1.0,True
SC0038750,R003230,S0023,G0023,D002,2024-07-19,3,50.0,1.0,True
SC0038751,R003230,S0023,G0023,D003,2024-07-19,3,50.0,1.0,True
SC0038752,R003230,S0023,G0023,D004,2024-07-19,4,75.0,1.0,True
SC0038753,R003230,S0023,G0023,D005,2024-07-19,2,25.0,1.0,True
SC0038754,R003230,S0023,G0023,D006,2024-07-19,4,75.0,1.0,True
SC0038755,R003230,S0023,G0023,D007,2024-07-19,4,75.0,1.0,True
SC0038756,R003230,S0023,G0023,D008,2024-07-19,4,75.0,1.0,True
SC0038757,R003230,S0023,G0023,D009,2024-07-19,3,50.0,1.0,True
SC0038758,R003230,S0023,G0023,D010,2024-07-19,3,50.0,1.0,True
SC0038759,R003230,S0023,G0023,D011,2024-07-19,2,25.0,1.0,True
SC0038760,R003230,S0023,G0023,D012,2024-07-19,4,75.0,1.0,True
SC0038761,R003231,S0023,G0021,D001,2024-07-19,3,50.0,1.0,True
SC0038762,R003231,S0023,G0021,D002,2024-07-19,5,100.0,1.0,True
SC0038763,R003231,S0023,G0021,D003,2024-07-19,4,75.0,1.0,True
SC0038764,R003231,S0023,G0021,D004,2024-07-19,4,75.0,1.0,True
SC0038765,R003231,S0023,G0021,D005,2024-07-19,4,75.0,1.0,True
SC0038766,R003231,S0023,G0021,D006,2024-07-19,3,50.0,1.0,True
SC0038767,R003231,S0023,G0021,D007,2024-07-19,3,50.0,1.0,True
SC0038768,R003231,S0023,G0021,D008,2024-07-19,4,75.0,1.0,True
SC0038769,R003231,S0023,G0021,D009,2024-07-19,3,50.0,1.0,True
SC0038770,R003231,S0023,G0021,D010,2024-07-19,3,50.0,1.0,True
SC0038771,R003231,S0023,G0021,D011,2024-07-19,3,50.0,1.0,True
SC0038772,R003231,S0023,G0021,D012,2024-07-19,4,75.0,1.0,True
SC0038773,R003232,S0023,G0023,D001,2024-07-19,5,100.0,1.0,True
SC0038774,R003232,S0023,G0023,D002,2024-07-19,3,50.0,1.0,True
SC0038775,R003232,S0023,G0023,D003,2024-07-19,3,50.0,1.0,True
SC0038776,R003232,S0023,G0023,D004,2024-07-19,3,50.0,1.0,True
SC0038777,R003232,S0023,G0023,D005,2024-07-19,5,100.0,1.0,True
SC0038778,R003232,S0023,G0023,D006,2024-07-19,5,100.0,1.0,True
SC0038779,R003232,S0023,G0023,D007,2024-07-19,5,100.0,1.0,True
SC0038780,R003232,S0023,G0023,D008,2024-07-19,4,75.0,1.0,True
SC0038781,R003232,S0023,G0023,D009,2024-07-19,4,75.0,1.0,True
SC0038782,R003232,S0023,G0023,D010,2024-07-19,3,50.0,1.0,True
SC0038783,R003232,S0023,G0023,D011,2024-07-19,3,50.0,1.0,True
SC0038784,R003232,S0023,G0023,D012,2024-07-19,3,50.0,1.0,True
SC0038785,R003233,S0023,G0023,D001,2024-07-19,4,75.0,1.0,True
SC0038786,R003233,S0023,G0023,D002,2024-07-19,4,75.0,1.0,True
SC0038787,R003233,S0023,G0023,D003,2024-07-19,4,75.0,1.0,True
SC0038788,R003233,S0023,G0023,D004,2024-07-19,3,50.0,1.0,True
SC0038789,R003233,S0023,G0023,D005,2024-07-19,4,75.0,1.0,True
SC0038790,R003233,S0023,G0023,D006,2024-07-19,2,25.0,1.0,True
SC0038791,R003233,S0023,G0023,D007,2024-07-19,3,50.0,1.0,True
SC0038792,R003233,S0023,G0023,D008,2024-07-19,3,50.0,1.0,True
SC0038793,R003233,S0023,G0023,D009,2024-07-19,2,25.0,1.0,True
SC0038794,R003233,S0023,G0023,D010,2024-07-19,4,75.0,1.0,True
SC0038795,R003233,S0023,G0023,D011,2024-07-19,3,50.0,1.0,True
SC0038796,R003233,S0023,G0023,D012,2024-07-19,4,75.0,1.0,True
SC0038797,R003234,S0023,G0021,D001,2024-07-19,5,100.0,1.0,True
SC0038798,R003234,S0023,G0021,D002,2024-07-19,4,75.0,1.0,True
SC0038799,R003234,S0023,G0021,D003,2024-07-19,4,75.0,1.0,True
SC0038800,R003234,S0023,G0021,D004,2024-07-19,5,100.0,1.0,True
SC0038801,R003234,S0023,G0021,D005,2024-07-19,4,75.0,1.0,True
SC0038802,R003234,S0023,G0021,D006,2024-07-19,3,50.0,1.0,True
SC0038803,R003234,S0023,G0021,D007,2024-07-19,2,25.0,1.0,True
SC0038804,R003234,S0023,G0021,D008,2024-07-19,4,75.0,1.0,True
SC0038805,R003234,S0023,G0021,D009,2024-07-19,3,50.0,1.0,True
SC0038806,R003234,S0023,G0021,D010,2024-07-19,5,100.0,1.0,True
SC0038807,R003234,S0023,G0021,D011,2024-07-19,3,50.0,1.0,True
SC0038808,R003234,S0023,G0021,D012,2024-07-19,3,50.0,1.0,True
SC0038809,R003235,S0023,G0023,D001,2024-07-19,3,50.0,1.0,True
SC0038810,R003235,S0023,G0023,D002,2024-07-19,3,50.0,1.0,True
SC0038811,R003235,S0023,G0023,D003,2024-07-19,3,50.0,1.0,True
SC0038812,R003235,S0023,G0023,D004,2024-07-19,3,50.0,1.0,True
SC0038813,R003235,S0023,G0023,D005,2024-07-19,3,50.0,1.0,True
