qualitative_id,response_id,survey_id,geo_id,submission_date,free_text_response,language,sentiment_score,sentiment_label,theme_code,theme_label,nlp_confidence_score,human_validated,rumour_flag,ingested_at
Q001479,R003682,S0026,G0025,2024-04-19,They kept us informed throughout the process,English,0.453,positive,AID_DISTRIBUTION,Aid distribution,0.936,True,False,2026-05-09 17:29:08
Q001480,R003684,S0026,G0025,2024-04-19,The team visited but we are not sure what happens next,English,-0.034,neutral,RESPONSE_SPEED,Response speed,0.82,False,False,2026-05-09 17:29:08
Q001481,R003685,S0026,G0026,2024-04-19,Some families were excluded without explanation,English,-0.712,negative,ACCESS_TO_SERVICES,Access to services,0.851,False,False,2026-05-09 17:29:08
Q001482,R003686,S0026,G0028,2024-04-19,The volunteers were trained and professional,English,0.66,positive,COMMUNICATION_QUALITY,Communication quality,0.929,False,False,2026-05-09 17:29:08
Q001483,R003689,S0026,G0028,2024-04-19,There were rumours that staff were taking goods for themselves,English,-0.534,negative,ACCESS_TO_SERVICES,Access to services,0.913,False,True,2026-05-09 17:29:08
Q001484,R003692,S0026,G0025,2024-04-19,We have heard mixed things about the organisation,English,-0.154,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.785,True,False,2026-05-09 17:29:08
Q001485,R003694,S0026,G0025,2024-04-19,They kept us informed throughout the process,English,0.496,positive,AID_DISTRIBUTION,Aid distribution,0.828,False,False,2026-05-09 17:29:08
Q001486,R003695,S0026,G0025,2024-04-19,We received some help but not everything we needed,English,0.299,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.838,False,False,2026-05-09 17:29:08
Q001487,R003697,S0026,G0027,2024-04-19,They listened to our needs and responded accordingly,English,0.782,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.782,True,False,2026-05-09 17:29:08
Q001488,R003702,S0026,G0026,2024-04-19,Staff communicated clearly about what aid was available,English,0.342,positive,AID_DISTRIBUTION,Aid distribution,0.76,True,False,2026-05-09 17:29:08
Q001489,R003703,S0026,G0028,2024-04-19,The response came too late after the emergency,English,-0.76,negative,RESPONSE_SPEED,Response speed,0.795,False,False,2026-05-09 17:29:08
Q001490,R003705,S0026,G0027,2024-04-19,The team visited but we are not sure what happens next,English,-0.055,neutral,STAFF_BEHAVIOUR,Staff behaviour,0.888,True,False,2026-05-09 17:29:08
Q001491,R003708,S0026,G0025,2024-04-19,The team visited but we are not sure what happens next,English,0.252,neutral,RESPONSE_SPEED,Response speed,0.823,True,False,2026-05-09 17:29:08
Q001492,R003710,S0026,G0026,2024-04-19,We trust them to help us in times of crisis,English,0.784,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.853,False,False,2026-05-09 17:29:08
Q001493,R003713,S0026,G0026,2024-04-19,The response was okay but could have been faster,English,-0.183,neutral,ACCESS_TO_SERVICES,Access to services,0.876,True,False,2026-05-09 17:29:08
Q001494,R003716,S0026,G0025,2024-04-19,We trust them somewhat but have had issues in the past,English,0.208,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.773,True,False,2026-05-09 17:29:08
Q001495,R003717,S0026,G0026,2024-04-19,We received food and medicine quickly after the flood,English,0.938,positive,STAFF_BEHAVIOUR,Staff behaviour,0.753,True,False,2026-05-09 17:29:08
Q001496,R003718,S0026,G0025,2024-04-19,We received some help but not everything we needed,English,-0.144,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.938,True,False,2026-05-09 17:29:08
Q001497,R003719,S0026,G0026,2024-04-19,Communication was poor and we did not know who to contact,English,-0.285,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.935,False,False,2026-05-09 17:29:08
Q001498,R003720,S0026,G0025,2024-04-19,We have heard mixed things about the organisation,English,-0.124,neutral,AID_DISTRIBUTION,Aid distribution,0.948,True,False,2026-05-09 17:29:08
Q001499,R003723,S0026,G0028,2024-04-19,They kept us informed throughout the process,English,0.316,positive,COMMUNICATION_QUALITY,Communication quality,0.893,False,False,2026-05-09 17:29:08
Q001500,R003725,S0026,G0026,2024-04-19,Distribution was fair and transparent,English,0.666,positive,STAFF_BEHAVIOUR,Staff behaviour,0.938,False,False,2026-05-09 17:29:08
Q001501,R003728,S0026,G0028,2024-04-19,We heard the aid was being sold rather than distributed,English,-0.502,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.808,False,True,2026-05-09 17:29:08
Q001502,R003735,S0026,G0026,2024-04-19,The volunteers were trained and professional,English,0.607,positive,RESOURCE_ALLOCATION,Resource allocation,0.825,False,False,2026-05-09 17:29:08
Q001503,R003736,S0026,G0027,2024-04-19,We received food and medicine quickly after the flood,English,0.391,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.805,False,False,2026-05-09 17:29:08
Q001504,R003737,S0026,G0027,2024-04-19,Distribution was fair and transparent,English,0.659,positive,STAFF_BEHAVIOUR,Staff behaviour,0.873,True,False,2026-05-09 17:29:08
Q001505,R003738,S0026,G0027,2024-04-19,The volunteers were trained and professional,English,0.798,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.964,True,False,2026-05-09 17:29:08
Q001506,R003739,S0026,G0028,2024-04-19,They listened to our needs and responded accordingly,English,0.914,positive,STAFF_BEHAVIOUR,Staff behaviour,0.771,True,False,2026-05-09 17:29:08
Q001507,R003744,S0026,G0027,2024-04-19,We felt our community was not prioritised compared to others,English,-0.977,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.988,True,False,2026-05-09 17:29:08
Q001508,R003748,S0026,G0026,2024-04-19,We received some help but not everything we needed,English,0.271,neutral,RESPONSE_SPEED,Response speed,0.951,False,False,2026-05-09 17:29:08
Q001509,R003750,S0026,G0028,2024-04-19,Some people got assistance but others did not,English,0.228,neutral,STAFF_BEHAVIOUR,Staff behaviour,0.808,False,False,2026-05-09 17:29:08
Q001510,R003751,S0026,G0027,2024-04-19,The response came too late after the emergency,English,-0.352,negative,ACCESS_TO_SERVICES,Access to services,0.829,False,False,2026-05-09 17:29:08
Q001511,R003752,S0026,G0025,2024-04-19,We have heard mixed things about the organisation,English,0.088,neutral,RESOURCE_ALLOCATION,Resource allocation,0.783,True,False,2026-05-09 17:29:08
Q001512,R003753,S0026,G0028,2024-04-19,We did not receive any information about the aid distribution,English,-0.91,negative,RESPONSE_SPEED,Response speed,0.906,False,False,2026-05-09 17:29:08
Q001513,R003755,S0026,G0027,2024-04-19,We trust them to help us in times of crisis,English,0.798,positive,RESOURCE_ALLOCATION,Resource allocation,0.805,True,False,2026-05-09 17:29:08
Q001514,R003759,S0027,G0026,2024-07-22,Communication was poor and we did not know who to contact,English,-0.861,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.825,False,False,2026-05-09 17:29:08
Q001515,R003760,S0027,G0026,2024-07-22,The process was not transparent and we could not ask questions,English,-0.43,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.908,True,False,2026-05-09 17:29:08
Q001516,R003761,S0027,G0026,2024-07-22,The process was not transparent and we could not ask questions,English,-0.923,negative,RESPONSE_SPEED,Response speed,0.832,True,False,2026-05-09 17:29:08
Q001517,R003764,S0027,G0025,2024-07-22,We received some help but not everything we needed,English,0.284,neutral,ACCESS_TO_SERVICES,Access to services,0.956,True,False,2026-05-09 17:29:08
Q001518,R003766,S0027,G0027,2024-07-22,We trust them somewhat but have had issues in the past,English,0.041,neutral,RESOURCE_ALLOCATION,Resource allocation,0.884,False,False,2026-05-09 17:29:08
Q001519,R003768,S0027,G0025,2024-07-22,We received food and medicine quickly after the flood,English,0.826,positive,RESOURCE_ALLOCATION,Resource allocation,0.949,True,False,2026-05-09 17:29:08
Q001520,R003773,S0027,G0026,2024-07-22,We have heard mixed things about the organisation,English,-0.195,neutral,ACCESS_TO_SERVICES,Access to services,0.952,True,False,2026-05-09 17:29:08
Q001521,R003775,S0027,G0028,2024-07-22,We trust them somewhat but have had issues in the past,English,-0.182,neutral,RUMOUR/MISINFORMATION,Rumour/misinformation,0.806,False,False,2026-05-09 17:29:08
Q001522,R003777,S0027,G0028,2024-07-22,Communication was poor and we did not know who to contact,English,-0.461,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.945,False,False,2026-05-09 17:29:08
Q001523,R003778,S0027,G0027,2024-07-22,Some families were excluded without explanation,English,-0.381,negative,ACCESS_TO_SERVICES,Access to services,0.788,True,False,2026-05-09 17:29:08
Q001524,R003779,S0027,G0028,2024-07-22,We received some help but not everything we needed,English,-0.103,neutral,RESPONSE_SPEED,Response speed,0.934,True,False,2026-05-09 17:29:08
Q001525,R003782,S0027,G0027,2024-07-22,The Red Cross team was very helpful and respectful to our community,English,0.999,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.931,False,False,2026-05-09 17:29:08
Q001526,R003788,S0027,G0026,2024-07-22,Staff communicated clearly about what aid was available,English,0.673,positive,COMMUNICATION_QUALITY,Communication quality,0.917,True,False,2026-05-09 17:29:08
Q001527,R003790,S0027,G0026,2024-07-22,We trust them somewhat but have had issues in the past,English,0.036,neutral,STAFF_BEHAVIOUR,Staff behaviour,0.752,False,False,2026-05-09 17:29:08
Q001528,R003793,S0027,G0026,2024-07-22,We received food and medicine quickly after the flood,English,0.39,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.964,True,False,2026-05-09 17:29:08
Q001529,R003796,S0027,G0025,2024-07-22,We trust them somewhat but have had issues in the past,English,-0.128,neutral,RESPONSE_SPEED,Response speed,0.867,True,False,2026-05-09 17:29:08
Q001530,R003797,S0027,G0028,2024-07-22,We trust them somewhat but have had issues in the past,English,0.212,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.905,False,False,2026-05-09 17:29:08
Q001531,R003802,S0027,G0028,2024-07-22,We trust them to help us in times of crisis,English,0.604,positive,RESOURCE_ALLOCATION,Resource allocation,0.847,True,False,2026-05-09 17:29:08
Q001532,R003804,S0027,G0025,2024-07-22,Some families were excluded without explanation,English,-0.288,negative,RESPONSE_SPEED,Response speed,0.805,False,False,2026-05-09 17:29:08
Q001533,R003805,S0027,G0026,2024-07-22,Distribution was fair and transparent,English,0.696,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.808,False,False,2026-05-09 17:29:08
Q001534,R003807,S0027,G0027,2024-07-22,There were rumours that staff were taking goods for themselves,English,-0.37,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.85,False,True,2026-05-09 17:29:08
Q001535,R003809,S0027,G0026,2024-07-22,They kept us informed throughout the process,English,0.958,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.911,True,False,2026-05-09 17:29:08
Q001536,R003810,S0027,G0026,2024-07-22,The team visited but we are not sure what happens next,English,-0.115,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.818,False,False,2026-05-09 17:29:08
Q001537,R003813,S0027,G0027,2024-07-22,The team visited but we are not sure what happens next,English,0.007,neutral,RESOURCE_ALLOCATION,Resource allocation,0.972,False,False,2026-05-09 17:29:08
Q001538,R003814,S0027,G0026,2024-07-22,We received some help but not everything we needed,English,0.042,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.941,True,False,2026-05-09 17:29:08
Q001539,R003819,S0027,G0025,2024-07-22,We received food and medicine quickly after the flood,English,0.687,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.88,False,False,2026-05-09 17:29:08
Q001540,R003820,S0027,G0028,2024-07-22,Some people got assistance but others did not,English,-0.178,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.872,True,False,2026-05-09 17:29:08
Q001541,R003821,S0027,G0025,2024-07-22,We trust them to help us in times of crisis,English,0.496,positive,RESOURCE_ALLOCATION,Resource allocation,0.979,True,False,2026-05-09 17:29:08
Q001542,R003822,S0027,G0027,2024-07-22,There were rumours that staff were taking goods for themselves,English,-0.859,negative,RESPONSE_SPEED,Response speed,0.795,True,True,2026-05-09 17:29:08
Q001543,R003831,S0027,G0027,2024-07-22,We trust them to help us in times of crisis,English,0.8,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.75,True,False,2026-05-09 17:29:08
Q001544,R003832,S0027,G0027,2024-07-22,They kept us informed throughout the process,English,0.435,positive,RESOURCE_ALLOCATION,Resource allocation,0.753,True,False,2026-05-09 17:29:08
Q001545,R003833,S0027,G0025,2024-07-22,There were rumours that staff were taking goods for themselves,English,-0.553,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.929,True,True,2026-05-09 17:29:08
Q001546,R003834,S0027,G0027,2024-07-22,We received food and medicine quickly after the flood,English,0.703,positive,RESOURCE_ALLOCATION,Resource allocation,0.803,False,False,2026-05-09 17:29:08
Q001547,R003835,S0027,G0028,2024-07-22,The Red Cross team was very helpful and respectful to our community,English,0.749,positive,RESOURCE_ALLOCATION,Resource allocation,0.978,True,False,2026-05-09 17:29:08
Q001548,R003847,S0027,G0026,2024-07-22,The response was okay but could have been faster,English,0.184,neutral,ACCESS_TO_SERVICES,Access to services,0.923,True,False,2026-05-09 17:29:08
Q001549,R003850,S0028,G0028,2024-10-11,Staff communicated clearly about what aid was available,English,0.828,positive,AID_DISTRIBUTION,Aid distribution,0.94,True,False,2026-05-09 17:29:08
Q001550,R003854,S0028,G0026,2024-10-11,We received some help but not everything we needed,English,0.21,neutral,STAFF_BEHAVIOUR,Staff behaviour,0.892,False,False,2026-05-09 17:29:08
Q001551,R003855,S0028,G0025,2024-10-11,We heard the aid was being sold rather than distributed,English,-0.453,negative,ACCESS_TO_SERVICES,Access to services,0.969,False,True,2026-05-09 17:29:08
Q001552,R003859,S0028,G0027,2024-10-11,There were rumours that staff were taking goods for themselves,English,-0.844,negative,RESPONSE_SPEED,Response speed,0.844,False,True,2026-05-09 17:29:08
Q001553,R003862,S0028,G0026,2024-10-11,We have heard mixed things about the organisation,English,-0.131,neutral,RUMOUR/MISINFORMATION,Rumour/misinformation,0.846,True,False,2026-05-09 17:29:08
Q001554,R003864,S0028,G0028,2024-10-11,They kept us informed throughout the process,English,0.822,positive,COMMUNICATION_QUALITY,Communication quality,0.761,True,False,2026-05-09 17:29:08
Q001555,R003867,S0028,G0027,2024-10-11,The volunteers were trained and professional,English,0.72,positive,STAFF_BEHAVIOUR,Staff behaviour,0.859,True,False,2026-05-09 17:29:08
Q001556,R003871,S0028,G0026,2024-10-11,We trust them somewhat but have had issues in the past,English,-0.138,neutral,ACCESS_TO_SERVICES,Access to services,0.77,True,False,2026-05-09 17:29:08
Q001557,R003876,S0028,G0025,2024-10-11,Some families were excluded without explanation,English,-0.598,negative,RESPONSE_SPEED,Response speed,0.98,False,False,2026-05-09 17:29:08
Q001558,R003879,S0028,G0028,2024-10-11,The response was okay but could have been faster,English,0.061,neutral,RUMOUR/MISINFORMATION,Rumour/misinformation,0.784,False,False,2026-05-09 17:29:08
Q001559,R003880,S0028,G0026,2024-10-11,Distribution was fair and transparent,English,0.382,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.983,True,False,2026-05-09 17:29:08
Q001560,R003881,S0028,G0025,2024-10-11,Staff communicated clearly about what aid was available,English,0.658,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.788,False,False,2026-05-09 17:29:08
Q001561,R003883,S0028,G0025,2024-10-11,The process was not transparent and we could not ask questions,English,-0.937,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.763,False,False,2026-05-09 17:29:08
Q001562,R003885,S0028,G0026,2024-10-11,We did not receive any information about the aid distribution,English,-0.615,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.921,True,False,2026-05-09 17:29:08
Q001563,R003886,S0028,G0027,2024-10-11,The volunteers were trained and professional,English,0.945,positive,COMMUNICATION_QUALITY,Communication quality,0.784,False,False,2026-05-09 17:29:08
Q001564,R003887,S0028,G0027,2024-10-11,We received food and medicine quickly after the flood,English,0.717,positive,RESOURCE_ALLOCATION,Resource allocation,0.954,True,False,2026-05-09 17:29:08
Q001565,R003890,S0028,G0025,2024-10-11,They kept us informed throughout the process,English,0.555,positive,RESOURCE_ALLOCATION,Resource allocation,0.918,False,False,2026-05-09 17:29:08
Q001566,R003893,S0028,G0026,2024-10-11,The response was okay but could have been faster,English,0.234,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.801,True,False,2026-05-09 17:29:08
Q001567,R003897,S0028,G0028,2024-10-11,Distribution was fair and transparent,English,0.582,positive,STAFF_BEHAVIOUR,Staff behaviour,0.911,False,False,2026-05-09 17:29:08
Q001568,R003900,S0028,G0026,2024-10-11,They listened to our needs and responded accordingly,English,0.719,positive,AID_DISTRIBUTION,Aid distribution,0.954,False,False,2026-05-09 17:29:08
Q001569,R003902,S0028,G0028,2024-10-11,Staff communicated clearly about what aid was available,English,0.442,positive,COMMUNICATION_QUALITY,Communication quality,0.799,False,False,2026-05-09 17:29:08
Q001570,R003903,S0028,G0027,2024-10-11,The volunteers were trained and professional,English,0.427,positive,STAFF_BEHAVIOUR,Staff behaviour,0.96,True,False,2026-05-09 17:29:08
Q001571,R003911,S0028,G0026,2024-10-11,We received some help but not everything we needed,English,0.043,neutral,ACCESS_TO_SERVICES,Access to services,0.768,False,False,2026-05-09 17:29:08
Q001572,R003914,S0028,G0028,2024-10-11,They listened to our needs and responded accordingly,English,0.727,positive,COMMUNICATION_QUALITY,Communication quality,0.824,True,False,2026-05-09 17:29:08
Q001573,R003922,S0028,G0025,2024-10-11,Staff communicated clearly about what aid was available,English,0.34,positive,RESOURCE_ALLOCATION,Resource allocation,0.942,False,False,2026-05-09 17:29:08
Q001574,R003924,S0028,G0027,2024-10-11,We have heard mixed things about the organisation,English,0.033,neutral,AID_DISTRIBUTION,Aid distribution,0.778,False,False,2026-05-09 17:29:08
Q001575,R003926,S0028,G0026,2024-10-11,We felt our community was not prioritised compared to others,English,-0.397,negative,RESPONSE_SPEED,Response speed,0.973,False,False,2026-05-09 17:29:08
Q001576,R003928,S0028,G0027,2024-10-11,We received some help but not everything we needed,English,-0.116,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.786,False,False,2026-05-09 17:29:08
Q001577,R003931,S0028,G0028,2024-10-11,Communication was poor and we did not know who to contact,English,-0.309,negative,RESPONSE_SPEED,Response speed,0.922,True,False,2026-05-09 17:29:08
Q001578,R003935,S0029,G0029,2024-01-30,Distribution was fair and transparent,English,0.947,positive,RESOURCE_ALLOCATION,Resource allocation,0.795,True,False,2026-05-09 17:29:08
Q001579,R003939,S0029,G0032,2024-01-30,Staff communicated clearly about what aid was available,English,0.585,positive,RESOURCE_ALLOCATION,Resource allocation,0.805,False,False,2026-05-09 17:29:08
Q001580,R003943,S0029,G0032,2024-01-30,The volunteers were trained and professional,English,0.873,positive,STAFF_BEHAVIOUR,Staff behaviour,0.763,True,False,2026-05-09 17:29:08
Q001581,R003944,S0029,G0029,2024-01-30,We received some help but not everything we needed,English,0.141,neutral,ACCESS_TO_SERVICES,Access to services,0.829,False,False,2026-05-09 17:29:08
Q001582,R003947,S0029,G0029,2024-01-30,Distribution was fair and transparent,English,0.489,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.877,True,False,2026-05-09 17:29:08
Q001583,R003948,S0029,G0031,2024-01-30,We received some help but not everything we needed,English,0.163,neutral,RUMOUR/MISINFORMATION,Rumour/misinformation,0.863,False,False,2026-05-09 17:29:08
Q001584,R003951,S0029,G0032,2024-01-30,There were rumours that staff were taking goods for themselves,English,-0.521,negative,ACCESS_TO_SERVICES,Access to services,0.875,False,True,2026-05-09 17:29:08
Q001585,R003957,S0029,G0029,2024-01-30,Some people got assistance but others did not,English,0.13,neutral,STAFF_BEHAVIOUR,Staff behaviour,0.958,False,False,2026-05-09 17:29:08
Q001586,R003958,S0029,G0030,2024-01-30,They kept us informed throughout the process,English,0.688,positive,RESOURCE_ALLOCATION,Resource allocation,0.809,False,False,2026-05-09 17:29:08
Q001587,R003962,S0029,G0029,2024-01-30,Some people got assistance but others did not,English,-0.123,neutral,ACCESS_TO_SERVICES,Access to services,0.9,True,False,2026-05-09 17:29:08
Q001588,R003965,S0029,G0030,2024-01-30,They listened to our needs and responded accordingly,English,0.321,positive,RESOURCE_ALLOCATION,Resource allocation,0.904,True,False,2026-05-09 17:29:08
Q001589,R003966,S0029,G0031,2024-01-30,We received food and medicine quickly after the flood,English,0.402,positive,RESOURCE_ALLOCATION,Resource allocation,0.836,True,False,2026-05-09 17:29:08
Q001590,R003967,S0029,G0031,2024-01-30,The response came too late after the emergency,English,-0.44,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.974,True,False,2026-05-09 17:29:08
Q001591,R003969,S0029,G0029,2024-01-30,The process was not transparent and we could not ask questions,English,-0.395,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.894,True,False,2026-05-09 17:29:08
Q001592,R003970,S0029,G0030,2024-01-30,Some people got assistance but others did not,English,0.229,neutral,RUMOUR/MISINFORMATION,Rumour/misinformation,0.788,True,False,2026-05-09 17:29:08
Q001593,R003973,S0029,G0032,2024-01-30,We received food and medicine quickly after the flood,English,0.703,positive,RESOURCE_ALLOCATION,Resource allocation,0.829,False,False,2026-05-09 17:29:08
Q001594,R003974,S0029,G0031,2024-01-30,Some people got assistance but others did not,English,0.056,neutral,RESOURCE_ALLOCATION,Resource allocation,0.89,True,False,2026-05-09 17:29:08
Q001595,R003975,S0029,G0031,2024-01-30,We received some help but not everything we needed,English,-0.081,neutral,RESPONSE_SPEED,Response speed,0.756,False,False,2026-05-09 17:29:08
Q001596,R003979,S0029,G0031,2024-01-30,The team visited but we are not sure what happens next,English,-0.092,neutral,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.786,False,False,2026-05-09 17:29:08
Q001597,R003980,S0029,G0030,2024-01-30,Communication was poor and we did not know who to contact,English,-0.301,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.894,False,False,2026-05-09 17:29:08
Q001598,R003986,S0029,G0030,2024-01-30,Some people got assistance but others did not,English,0.209,neutral,AID_DISTRIBUTION,Aid distribution,0.916,True,False,2026-05-09 17:29:08
Q001599,R003987,S0029,G0031,2024-01-30,Some people got assistance but others did not,English,0.078,neutral,RESOURCE_ALLOCATION,Resource allocation,0.835,False,False,2026-05-09 17:29:08
Q001600,R003990,S0029,G0029,2024-01-30,We did not receive any information about the aid distribution,English,-0.765,negative,RESPONSE_SPEED,Response speed,0.864,False,False,2026-05-09 17:29:08
Q001601,R003991,S0029,G0031,2024-01-30,We have heard mixed things about the organisation,English,0.092,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.844,False,False,2026-05-09 17:29:08
Q001602,R003993,S0029,G0031,2024-01-30,The team visited but we are not sure what happens next,English,0.099,neutral,AID_DISTRIBUTION,Aid distribution,0.776,True,False,2026-05-09 17:29:08
Q001603,R003994,S0029,G0030,2024-01-30,We heard the aid was being sold rather than distributed,English,-0.451,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.92,False,True,2026-05-09 17:29:08
Q001604,R003997,S0029,G0030,2024-01-30,We have heard mixed things about the organisation,English,0.016,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.929,False,False,2026-05-09 17:29:09
Q001605,R004000,S0029,G0032,2024-01-30,They kept us informed throughout the process,English,0.754,positive,AID_DISTRIBUTION,Aid distribution,0.934,True,False,2026-05-09 17:29:09
Q001606,R004003,S0029,G0031,2024-01-30,Some families were excluded without explanation,English,-0.755,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.842,True,False,2026-05-09 17:29:09
Q001607,R004009,S0029,G0030,2024-01-30,The response came too late after the emergency,English,-0.277,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.862,True,False,2026-05-09 17:29:09
Q001608,R004010,S0029,G0032,2024-01-30,Communication was poor and we did not know who to contact,English,-0.435,negative,ACCESS_TO_SERVICES,Access to services,0.981,False,False,2026-05-09 17:29:09
Q001609,R004015,S0029,G0032,2024-01-30,The team visited but we are not sure what happens next,English,-0.117,neutral,STAFF_BEHAVIOUR,Staff behaviour,0.838,True,False,2026-05-09 17:29:09
Q001610,R004017,S0029,G0030,2024-01-30,We felt our community was not prioritised compared to others,English,-0.646,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.922,False,False,2026-05-09 17:29:09
Q001611,R004020,S0029,G0029,2024-01-30,Communication was poor and we did not know who to contact,English,-0.209,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.95,False,False,2026-05-09 17:29:09
Q001612,R004023,S0029,G0029,2024-01-30,Staff communicated clearly about what aid was available,English,0.722,positive,RESOURCE_ALLOCATION,Resource allocation,0.814,False,False,2026-05-09 17:29:09
Q001613,R004026,S0029,G0032,2024-01-30,The team visited but we are not sure what happens next,English,-0.178,neutral,STAFF_BEHAVIOUR,Staff behaviour,0.901,False,False,2026-05-09 17:29:09
Q001614,R004027,S0029,G0031,2024-01-30,The response came too late after the emergency,English,-0.282,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.776,False,False,2026-05-09 17:29:09
Q001615,R004028,S0029,G0031,2024-01-30,The response came too late after the emergency,English,-0.965,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.77,True,False,2026-05-09 17:29:09
Q001616,R004030,S0029,G0032,2024-01-30,We felt our community was not prioritised compared to others,English,-0.226,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.872,False,False,2026-05-09 17:29:09
Q001617,R004031,S0029,G0030,2024-01-30,The response came too late after the emergency,English,-0.285,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.847,False,False,2026-05-09 17:29:09
Q001618,R004032,S0029,G0029,2024-01-30,Some people got assistance but others did not,English,0.252,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.882,True,False,2026-05-09 17:29:09
Q001619,R004039,S0029,G0030,2024-01-30,Distribution was fair and transparent,English,0.74,positive,COMMUNICATION_QUALITY,Communication quality,0.927,True,False,2026-05-09 17:29:09
Q001620,R004040,S0029,G0030,2024-01-30,The Red Cross team was very helpful and respectful to our community,English,0.845,positive,STAFF_BEHAVIOUR,Staff behaviour,0.762,True,False,2026-05-09 17:29:09
Q001621,R004041,S0029,G0030,2024-01-30,We heard the aid was being sold rather than distributed,English,-0.995,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.92,False,True,2026-05-09 17:29:09
Q001622,R004048,S0029,G0032,2024-01-30,The process was not transparent and we could not ask questions,English,-0.239,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.982,True,False,2026-05-09 17:29:09
Q001623,R004051,S0029,G0029,2024-01-30,Communication was poor and we did not know who to contact,English,-0.422,negative,RESPONSE_SPEED,Response speed,0.843,False,False,2026-05-09 17:29:09
Q001624,R004052,S0029,G0031,2024-01-30,We have heard mixed things about the organisation,English,-0.189,neutral,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.955,False,False,2026-05-09 17:29:09
Q001625,R004053,S0029,G0031,2024-01-30,Distribution was fair and transparent,English,0.598,positive,AID_DISTRIBUTION,Aid distribution,0.858,True,False,2026-05-09 17:29:09
Q001626,R004054,S0029,G0032,2024-01-30,We did not receive any information about the aid distribution,English,-0.408,negative,RESPONSE_SPEED,Response speed,0.988,True,False,2026-05-09 17:29:09
Q001627,R004055,S0029,G0032,2024-01-30,Some families were excluded without explanation,English,-0.477,negative,RESPONSE_SPEED,Response speed,0.762,True,False,2026-05-09 17:29:09
Q001628,R004062,S0030,G0030,2024-04-26,They kept us informed throughout the process,English,0.858,positive,RESOURCE_ALLOCATION,Resource allocation,0.938,True,False,2026-05-09 17:29:09
Q001629,R004063,S0030,G0031,2024-04-26,Communication was poor and we did not know who to contact,English,-0.297,negative,ACCESS_TO_SERVICES,Access to services,0.85,False,False,2026-05-09 17:29:09
Q001630,R004064,S0030,G0030,2024-04-26,They kept us informed throughout the process,English,0.483,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.977,False,False,2026-05-09 17:29:09
